name,url,last_month_installs,this_month_installs,installs_m_m_growth,last_month_multiple
ClickCompliance,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/clickcompliance.clickcompliance-azure?exp=ubp8&tab=Overview,7,3,-4,0.4
Blue Prism Intelligent Automation,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/blueprismlimited-4827145.blueprismweb?exp=ubp8&tab=Overview,3,1,-2,0.3
Metrikus ProductiveSpace,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/metrikuslimited1622033297710.workplace?exp=ubp8&tab=Overview,3,1,-2,0.3
Adobe Journey Optimizer,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/adobe.adobe_journey_optimizer_saas?exp=ubp8&tab=Overview,21,,,
Grafana,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/bactonet1668782193190.grafana-stackhero?exp=ubp8&tab=Overview,107,,,
Verint Workforce Optimization,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/groupelitecommunicationsinc1620843022650.verint_workforce_optimization_production?exp=ubp8&tab=Overview,1,,,
Parloa,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/parloagmbh1622447695393.parloa3?exp=ubp8&tab=Overview,1,,,
Clootrack,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/clootracksoftwarelabsprivatelimited1687326738554.clootrack?exp=ubp8&tab=Overview,31,,,
Feedyou Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/feedyou-ai.feedyou-platform?exp=ubp8&tab=Overview,2,,,
Zscaler Digital Experience,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/zscaler1579058425289.zdx_flat_rate?exp=ubp8&tab=Overview,18,,,
PowerAssist™ - Tableau to Power BI Migration ROI Calculator,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/nousinfosystemsinc.powerassist-tableau-to-powerbi-migration?exp=ubp8&tab=Overview,1,,,
ZoomCharts Drill Down PRO Visuals for Power BI,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/32204330.saas-raq?exp=ubp8&tab=Overview,41,,,
Usee Data Centric Demand Forecast,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/intellinetcorporation1605813700624.usee_data_centric_demand_forecast?exp=ubp8&tab=Overview,2,,,
Cisco Catalyst 9800-CL Wireless Controller,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cisco.cisco-wlc-template?exp=ubp8&tab=Overview,1,,,
Incident Management System,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cognitensortechnologypvtltd1601967730980.incident-mgmt?exp=ubp8&tab=Overview,2,,,
Zetaris - Build your Data Mesh (VM),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/zetarisptyltd1653890360235.zetaris_vm?exp=ubp8&tab=Overview,3,,,
C3 AI Application Platform,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/c3iotinc.c3_ai_suite_transact?exp=ubp8&tab=Overview,1,,,
Cloudera Data Platform (CDP),https://azuremarketplace.microsoft.com/en-us/marketplace/apps/cloudera.cloudera-data-platform-public-cloud?exp=ubp8&tab=Overview,27,,,
Fivetran Data Pipelines,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/fivetran.fivetran_data_pipelines_2023?exp=ubp8&tab=Overview,349,,,
Snowflake,https://azuremarketplace.microsoft.com/en-us/marketplace/apps/carahsofttechnologycorporation1595268429697.snowflake?exp=ubp8&tab=Overview,442,,,
